time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-01-01 00:00:00,0.0,0,0,24.61,1,1,-6.289999999999999,0.6043680555555555,1,1,0.0,0,1,24.61,1,3.3200000000000003,3.3200000000000003,0.0,0,0,2.0,0.0,10.0,10.0,0.0,-10
2019-01-01 01:00:00,0.0,0,0,25.22,1,1,-4.919999999999998,0.6077847222222221,1,1,0.0,1,0,25.22,1,20.3,20.3,0.0,0,0,2.0,0.0,10.0,10.0,-20.0,10
2019-01-01 02:00:00,0.0,0,0,22.83,0,1,-21.07,0.6224166666666666,1,1,0.0,0,1,22.83,1,-21.07,21.07,-42.14,0,0,2.0,0.0,-10.0,10.0,0.0,10
2019-01-01 03:00:00,0.0,0,0,26.21,1,1,-5.690000000000001,0.6263680555555555,1,1,0.0,0,0,26.21,1,20.52,20.52,0.0,0,0,2.0,0.0,10.0,10.0,0.0,10
2019-01-01 04:00:00,0.0,0,0,25.45,1,1,0.0,0.6263680555555555,1,0,0.0,0,0,25.45,1,10.45,3.120000000000001,7.329999999999998,0,0,2.0,0.0,10.0,0.0,0.0,-10
2019-01-01 05:00:00,0.0,0,0,23.71,0,1,-19.32,0.6397847222222222,1,1,0.0,0,0,23.71,1,-19.32,19.32,-38.64,0,0,2.0,0.0,-10.0,10.0,0.0,10
2019-01-01 06:00:00,3.37,0,0,24.45,0,1,0.0,0.6397847222222222,1,0,0.0,0,0,27.82,1,0.0,19.69,-19.69,0,0,2.0,0.0,-10.0,0.0,0.0,10
2019-01-01 07:00:00,8.12,1,0,24.27,0,1,10.950000000000001,0.6321805555555555,1,2,0.0,0,0,32.39,1,19.07,19.07,0.0,0,0,2.0,-10.0,0.0,0.0,0.0,10
2019-01-01 08:00:00,16.68,1,0,23.32,1,1,18.62,0.61925,1,2,37.24,1,0,40.0,1,95.86000000000001,21.38,74.48000000000002,4,1,2.0,0.0,10.0,-10.0,-20.0,10
2019-01-01 09:00:00,29.21,1,1,24.97,0,1,-10.96,0.6268611111111111,1,1,0.0,0,1,54.18,2,18.25,18.25,0.0,0,0,2.0,10.0,-10.0,20.0,0.0,10
2019-01-01 10:00:00,43.57,1,2,19.66,0,0,22.66,0.611125,1,2,0.0,0,0,63.230000000000004,2,66.23,20.91,45.32000000000001,3,0,2.0,20.0,0.0,-20.0,0.0,10
2019-01-01 11:00:00,55.39,0,2,21.8,1,1,0.9000000000000021,0.6105,1,2,1.8000000000000043,1,0,77.19,3,24.500000000000007,20.9,3.6000000000000085,1,0,2.0,0.0,-40.0,20.0,-20.0,10
2019-01-01 12:00:00,60.0,0,2,18.47,0,0,123.02,0.5250694444444446,1,2,0.0,1,1,78.47,3,123.02,123.02,0.0,5,5,2.0,0.0,0.0,20.0,-20.0,10
2019-01-01 13:00:00,55.39,0,2,16.76,0,0,118.47,0.44279861111111124,1,2,0.0,1,1,72.15,3,118.47,118.47,0.0,5,5,2.0,0.0,0.0,20.0,-20.0,10
2019-01-01 14:00:00,43.57,0,2,15.03,0,0,126.78,0.3547569444444446,1,2,0.0,0,1,58.6,2,126.78,126.78,0.0,5,5,2.0,0.0,0.0,30.0,0.0,10
2019-01-01 15:00:00,29.21,0,1,13.63,0,0,109.1,0.2789930555555557,1,2,0.0,0,0,42.84,2,109.1,109.1,0.0,5,5,2.0,0.0,0.0,-60.0,-20.0,10
2019-01-01 16:00:00,16.68,0,0,11.19,1,0,0.0,0.2789930555555557,0,0,116.94999999999999,1,0,27.869999999999997,1,113.13999999999999,113.13999999999999,0.0,5,5,2.0,0.0,-50.0,0.0,1.0257377881997203,10
2019-01-01 17:00:00,8.12,0,0,9.78,0,0,0.0,0.2789930555555557,0,0,114.57,1,1,17.9,0,99.57,99.57,0.0,4,5,9.7490802377,0.0,0.0,0.0,0.917310964937056,10
2019-01-01 18:00:00,3.37,0,0,7.79,1,0,0.0,0.2789930555555557,0,0,112.44,1,1,11.16,0,120.23,120.23,0.0,5,5,10.9014286128,0.0,-50.0,0.0,0.9556585989241063,-10
2019-01-01 19:00:00,0.0,0,0,6.1,0,0,0.0,0.2789930555555557,0,0,0.0,0,1,6.1,0,-15.0,108.27,-123.27,0,5,10.4639878836,0.0,0.0,0.0,-101.973169684,10
2019-01-01 20:00:00,0.0,1,0,4.84,0,0,0.0,0.2789930555555557,0,0,108.18,1,0,4.84,0,93.18,93.18,0.0,4,5,10.1973169684,-50.0,0.0,0.0,1.0738788622024835,10
2019-01-01 21:00:00,0.0,0,0,3.21,1,0,0.0,0.2789930555555557,0,0,112.93,1,1,3.21,0,101.14,101.14,0.0,4,5,9.3120372809,0.0,-50.0,0.0,1.073884425367438,10
2019-01-01 22:00:00,0.0,0,0,1.55,0,0,0.0,0.2789930555555557,0,0,0.0,0,1,1.55,0,-15.0,103.62,-118.62,0,5,9.3119890407,0.0,0.0,0.0,-91.161672243,10
