time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,1,0,24.61,0,1,-18.32,0.6127222222222223,1,1,0.0,0,0,24.61,1,-18.32,18.32,-36.64,0,0,2.0,0.0,-10.0,10.0,0.0
2019-01-01 01:00:00,0.0,0,0,25.22,1,1,-4.919999999999998,0.6161388888888889,1,1,0.0,0,0,25.22,1,20.3,20.3,0.0,0,0,2.0,0.0,10.0,10.0,0.0
2019-01-01 02:00:00,0.0,0,0,22.83,1,1,-1.759999999999998,0.6173611111111111,1,1,0.0,1,0,22.83,1,21.07,21.07,0.0,0,0,2.0,0.0,10.0,10.0,-20.0
2019-01-01 03:00:00,0.0,1,0,26.21,1,1,5.690000000000001,0.6134097222222222,1,2,11.380000000000003,1,1,26.21,1,43.28,20.52,22.76,2,0,2.0,0.0,10.0,-10.0,-20.0
2019-01-01 04:00:00,0.0,0,0,25.45,0,1,-18.12,0.6259930555555556,1,1,0.0,0,1,25.45,1,-18.12,18.12,-36.24,0,0,2.0,0.0,-10.0,10.0,0.0
2019-01-01 05:00:00,0.0,1,0,23.71,1,1,0.0,0.6259930555555556,1,0,4.390000000000001,1,0,23.71,1,28.1,19.32,8.780000000000001,1,0,2.0,0.0,10.0,0.0,-20.0
2019-01-01 06:00:00,3.37,0,0,24.45,0,1,0.0,0.6259930555555556,1,0,0.0,0,1,27.82,1,0.0,19.69,-19.69,0,0,2.0,0.0,-10.0,0.0,0.0
2019-01-01 07:00:00,8.12,1,0,24.27,0,1,10.950000000000001,0.6183888888888889,1,2,0.0,0,0,32.39,1,19.07,19.07,0.0,0,0,2.0,-10.0,0.0,0.0,0.0
2019-01-01 08:00:00,16.68,1,0,23.32,1,1,-18.62,0.6313194444444444,1,1,0.0,0,0,40.0,1,21.38,21.38,0.0,1,1,2.0,0.0,10.0,10.0,0.0
2019-01-01 09:00:00,29.21,1,1,24.97,1,1,0.0,0.6313194444444444,1,0,0.0,0,0,54.18,2,54.18,18.25,35.93,2,0,2.0,10.0,10.0,0.0,0.0
2019-01-01 10:00:00,43.57,1,2,19.66,1,0,0.0,0.6313194444444444,1,0,42.32000000000001,1,0,63.230000000000004,2,105.55000000000001,20.91,84.64000000000001,4,0,2.0,20.0,0.0,0.0,-20.0
2019-01-01 11:00:00,55.39,0,2,21.8,0,1,20.9,0.6168055555555556,1,2,0.0,0,1,77.19,3,20.9,20.9,0.0,0,0,2.0,0.0,0.0,20.0,0.0
2019-01-01 12:00:00,60.0,0,2,18.47,1,0,-104.55,0.6894097222222222,1,1,0.0,0,0,78.47,3,-86.08,123.02,-209.1,0,5,2.0,0.0,-50.0,-40.0,0.0
2019-01-01 13:00:00,55.39,0,2,16.76,1,0,101.71,0.6187777777777778,2,2,0.0,1,0,72.15,3,118.47,118.47,0.0,5,5,2.0,0.0,-50.0,20.0,-20.0
2019-01-01 14:00:00,43.57,1,2,15.03,0,0,-83.21000000000001,0.6765625,1,1,0.0,0,1,58.6,2,-39.64000000000001,126.78,-166.42000000000002,0,5,2.0,-30.0,0.0,-60.0,0.0
2019-01-01 15:00:00,29.21,0,1,13.63,1,0,95.47,0.6102638888888888,2,2,0.0,1,0,42.84,2,109.1,109.1,0.0,5,5,2.0,0.0,-50.0,30.0,-20.0
2019-01-01 16:00:00,16.68,0,0,11.19,1,0,-116.94999999999999,0.6914791666666665,1,1,0.0,0,1,27.869999999999997,1,-105.75999999999999,128.14,-233.89999999999998,0,5,2.0,0.0,-50.0,-80.0,0.0
2019-01-01 17:00:00,8.12,0,0,9.78,0,0,114.57,0.6119166666666666,2,2,0.0,0,0,17.9,0,114.57,114.57,0.0,5,5,2.0,0.0,0.0,50.0,0.0
2019-01-01 18:00:00,3.37,0,0,7.79,1,0,-112.44,0.69,1,1,0.0,0,0,11.16,0,-104.64999999999999,120.23,-224.88,0,5,2.0,0.0,-50.0,-100.0,0.0
2019-01-01 19:00:00,0.0,0,0,6.1,0,0,123.27,0.6043958333333332,2,2,0.0,0,0,6.1,0,123.27,123.27,0.0,5,5,2.0,0.0,0.0,50.0,0.0
2019-01-01 20:00:00,0.0,0,0,4.84,0,0,0.0,0.6043958333333332,1,0,0.0,0,0,4.84,0,0.0,108.18,-108.18,0,5,2.0,0.0,0.0,-50.0,0.0
2019-01-01 21:00:00,0.0,0,0,3.21,1,0,0.0,0.6043958333333332,1,0,112.93,1,0,3.21,0,116.14,116.14,0.0,5,5,2.0,0.0,-50.0,-50.0,-20.0
2019-01-01 22:00:00,0.0,0,0,1.55,1,0,117.07000000000001,0.5230972222222221,1,2,0.0,0,1,1.55,0,118.62,118.62,0.0,5,5,2.0,0.0,-50.0,50.0,0.0
