time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,1,0,9.5,0,0,20.0,0.5861111111111111,1,2,0.0,0,0,9.5,0,20.0,20,0.0,1,1,2,-10.0,0.0,10.0,0.0
2019-01-01 01:00:00,0.0,0,0,11.8,0,1,20.0,0.5722222222222222,1,2,0.0,0,0,11.8,1,20.0,20,0.0,1,1,2,0.0,0.0,10.0,0.0
2019-01-01 02:00:00,0.0,0,0,10.93,0,1,20.0,0.5583333333333333,1,2,0.0,0,0,10.93,1,20.0,20,0.0,1,1,2,0.0,0.0,10.0,0.0
2019-01-01 03:00:00,0.0,0,0,10.39,0,0,20.0,0.5444444444444444,1,2,0.0,1,0,10.39,0,20.0,20,0.0,1,1,2,0.0,0.0,10.0,-20.0
2019-01-01 04:00:00,0.0,1,0,8.62,0,0,20.0,0.5305555555555554,1,2,0.0,0,1,8.62,0,20.0,20,0.0,1,1,2,-10.0,0.0,10.0,0.0
2019-01-01 05:00:00,0.0,1,0,8.62,0,0,20.0,0.5166666666666666,1,2,0.0,0,0,8.62,0,20.0,20,0.0,1,1,2,-10.0,0.0,10.0,0.0
2019-01-01 06:00:00,0.0,1,0,8.23,0,0,20.0,0.5027777777777777,1,2,0.0,0,0,8.23,0,20.0,20,0.0,1,1,2,-10.0,0.0,10.0,0.0
2019-01-01 07:00:00,16.31,0,1,11.46,0,1,0.0,0.5027777777777777,1,0,0.0,0,0,27.77,2,0.0,20,-20.0,0,1,2,0.0,0.0,-10.0,0.0
2019-01-01 08:00:00,31.5,1,3,22.81,1,2,0.0,0.5027777777777777,1,0,0.0,0,0,54.31,5,54.31,20,34.31,5,1,2,20.0,10.0,0.0,0.0
2019-01-01 09:00:00,44.55,1,4,23.66,1,2,-48.209999999999994,0.5362569444444443,1,1,0.0,1,0,68.21,5,20.0,20,0.0,1,1,2,30.0,10.0,40.0,-20.0
2019-01-01 10:00:00,54.56,1,5,18.16,1,1,0.0,0.5362569444444443,1,0,0.0,0,1,72.72,5,72.72,20,52.72,5,1,2,40.0,0.0,0.0,0.0
2019-01-01 11:00:00,60.85,1,5,25.76,1,2,-66.61,0.5825138888888888,1,1,0.0,0,0,86.61,5,20.0,20,0.0,1,1,2,40.0,10.0,40.0,0.0
2019-01-01 12:00:00,63.0,1,5,24.66,1,2,0.0,0.5825138888888888,1,0,0.0,0,0,87.66,5,87.66,20,67.66,5,1,2,40.0,10.0,0.0,0.0
2019-01-01 13:00:00,60.85,1,5,19.7,1,1,-60.55,0.6245624999999998,1,1,0.0,0,0,80.55,5,20.0,20,0.0,1,1,2,40.0,0.0,40.0,0.0
2019-01-01 14:00:00,54.56,0,5,19.45,1,1,0.0,0.6245624999999998,1,0,0.5500000000000007,1,0,74.01,5,20.0,20,0.0,1,1,2,-40.0,0.0,0.0,-20.0
2019-01-01 15:00:00,44.55,1,4,19.47,1,1,-44.019999999999996,0.6551319444444442,1,1,0.0,0,1,64.02,5,20.0,20,0.0,1,1,2,30.0,0.0,40.0,0.0
2019-01-01 16:00:00,31.5,1,3,20.43,0,1,0.0,0.6551319444444442,1,0,0.0,0,0,51.93,4,31.5,20,11.5,3,1,2,20.0,0.0,0.0,0.0
2019-01-01 17:00:00,16.31,0,1,22.2,1,2,-2.1999999999999993,0.656659722222222,1,1,0.0,1,0,38.51,3,20.0,20,0.0,1,1,2,0.0,10.0,10.0,-20.0
2019-01-01 18:00:00,0.0,0,0,21.46,1,2,0.0,0.656659722222222,1,0,0.0,0,1,21.46,2,21.46,20,1.4600000000000009,2,1,2,0.0,10.0,0.0,0.0
2019-01-01 19:00:00,0.0,0,0,20.33,0,1,20.0,0.6427708333333331,1,2,0.0,0,0,20.33,1,20.0,20,0.0,1,1,2,0.0,0.0,10.0,0.0
2019-01-01 20:00:00,0.0,0,0,22.89,1,2,0.0,0.6427708333333331,1,0,0.0,0,0,22.89,2,22.89,20,2.8900000000000006,2,1,2,0.0,10.0,0.0,0.0
2019-01-01 21:00:00,0.0,0,0,19.12,1,1,0.879999999999999,0.642159722222222,1,2,0.0,0,0,19.12,1,20.0,20,0.0,1,1,2,0.0,0.0,0.0,0.0
2019-01-01 22:00:00,0.0,0,0,20.34,1,1,0.33999999999999986,0.6419236111111108,1,2,0.0,0,0,20.34,1,20.68,20,0.6799999999999997,1,1,2,0.0,0.0,0.0,0.0
