time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-01-01 00:00:00,0.0,0,0,24.61,1,1,-6.289999999999999,0.6043680555555555,1,1,0.0,0,0,24.61,1,3.3200000000000003,3.3200000000000003,0.0,0,0,2.0,0.0,10.0,10.0,0.0,-10
2019-01-01 01:00:00,0.0,0,0,25.22,1,1,-4.919999999999998,0.6077847222222221,1,1,0.0,0,0,25.22,1,5.300000000000001,5.300000000000001,0.0,0,0,2.0,0.0,10.0,10.0,0.0,-10
2019-01-01 02:00:00,0.0,0,0,22.83,1,1,-1.759999999999998,0.6090069444444443,1,1,0.0,0,0,22.83,1,21.07,21.07,0.0,0,0,2.0,0.0,10.0,10.0,0.0,10
2019-01-01 03:00:00,0.0,0,0,26.21,1,1,5.690000000000001,0.6050555555555553,1,2,11.380000000000003,1,0,26.21,1,43.28,20.52,22.76,2,0,2.0,0.0,10.0,-10.0,-20.0,10
2019-01-01 04:00:00,0.0,1,0,25.45,1,1,7.329999999999998,0.5999652777777775,1,2,0.0,0,1,25.45,1,32.78,18.12,14.66,1,0,2.0,0.0,10.0,-10.0,0.0,10
2019-01-01 05:00:00,0.0,0,0,23.71,0,1,19.32,0.5865486111111108,1,2,0.0,0,0,23.71,1,4.32,4.32,0.0,0,0,2.0,0.0,-10.0,-10.0,0.0,-10
2019-01-01 06:00:00,3.37,0,0,24.45,1,1,-4.759999999999998,0.5898541666666663,1,1,0.0,0,0,27.82,1,4.690000000000001,4.690000000000001,0.0,0,0,2.0,0.0,10.0,10.0,0.0,-10
2019-01-01 07:00:00,8.12,1,0,24.27,1,1,-13.32,0.5991041666666663,1,1,0.0,0,0,32.39,1,19.07,19.07,0.0,0,0,2.0,-10.0,0.0,0.0,0.0,10
2019-01-01 08:00:00,16.68,0,0,23.32,1,1,-1.9400000000000013,0.6004513888888886,1,1,0.0,0,0,40.0,1,6.379999999999999,6.379999999999999,0.0,0,1,2.0,0.0,10.0,10.0,0.0,-10
2019-01-01 09:00:00,29.21,1,1,24.97,1,1,0.0,0.6004513888888886,1,0,35.93,1,0,54.18,2,90.11,18.25,71.86,4,0,2.0,10.0,10.0,0.0,-20.0,10
2019-01-01 10:00:00,43.57,1,2,19.66,0,0,22.66,0.5847152777777775,1,2,45.32,1,1,63.230000000000004,2,111.55000000000001,20.91,90.64000000000001,5,0,2.0,20.0,0.0,-20.0,-20.0,10
2019-01-01 11:00:00,55.39,0,2,21.8,0,1,20.9,0.5702013888888887,1,2,0.0,0,1,77.19,3,20.9,20.9,0.0,0,0,2.0,0.0,0.0,20.0,0.0,10
2019-01-01 12:00:00,60.0,0,2,18.47,0,0,123.02,0.4847708333333332,1,2,0.0,1,0,78.47,3,108.02,108.02,0.0,5,5,2.0,0.0,0.0,20.0,-20.0,-10
2019-01-01 13:00:00,55.39,0,2,16.76,0,0,118.47,0.40249999999999986,1,2,0.0,0,1,72.15,3,118.47,118.47,0.0,5,5,2.0,0.0,0.0,20.0,0.0,10
2019-01-01 14:00:00,43.57,0,2,15.03,0,0,126.78,0.31445833333333323,1,2,0.0,0,0,58.6,2,126.78,126.78,0.0,5,5,2.0,0.0,0.0,-60.0,-20.0,10
2019-01-01 15:00:00,29.21,0,1,13.63,1,0,-95.47,0.38075694444444436,0,1,190.94,1,0,42.84,2,94.1,94.1,0.0,4,5,2.0,0.0,-50.0,-30.0,-20.0,-10
2019-01-01 16:00:00,16.68,0,0,11.19,1,0,116.94999999999999,0.2995416666666666,1,2,0.0,0,1,27.869999999999997,1,128.14,128.14,0.0,5,5,2.0,0.0,-50.0,-80.0,-97.490802377,-10
2019-01-01 17:00:00,8.12,0,0,9.78,0,0,0.0,0.2995416666666666,0,0,114.57,1,0,17.9,0,99.57,99.57,0.0,4,5,9.7490802377,0.0,0.0,0.0,0.917310964937056,10
2019-01-01 18:00:00,3.37,0,0,7.79,0,0,0.0,0.2995416666666666,0,0,120.23,1,1,11.16,0,105.23,105.23,0.0,4,5,10.9014286128,0.0,0.0,0.0,0.9556585989241063,10
2019-01-01 19:00:00,0.0,0,0,6.1,1,0,117.17,0.21817361111111105,0,2,0.0,1,1,6.1,0,108.27,108.27,0.0,5,5,10.4639878836,0.0,-50.0,-100.0,0.9806501093364602,10
2019-01-01 20:00:00,0.0,1,0,4.84,1,0,0.0,0.21817361111111105,0,0,103.34,1,1,4.84,0,93.18,93.18,0.0,4,5,10.1973169684,-50.0,-50.0,0.0,1.0738788622024835,10
2019-01-01 21:00:00,0.0,0,0,3.21,0,0,116.14,0.1375208333333333,0,2,0.0,1,1,3.21,0,101.14,101.14,0.0,4,5,9.3120372809,0.0,0.0,-100.0,1.073884425367438,10
2019-01-01 22:00:00,0.0,1,0,1.55,0,0,0.0,0.1375208333333333,0,0,118.62,1,1,1.55,0,103.62,103.62,0.0,4,5,9.3119890407,-50.0,0.0,0.0,1.0969522337571935,10
