time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid,reward_demand
2019-01-01 00:00:00,0.0,1,0,0,1,0,0.0,0.6,1,0,0.0,0,0,0.0,0,-15.0,5,-20.0,0,2,2,-20.0,-20.0,-20.0,0.0,-10
2019-01-01 01:00:00,0.0,0,0,0,0,0,0.0,0.6,1,0,20.0,1,0,0.0,0,5.0,5,0.0,0,2,2,0.0,0.0,-20.0,-20.0,-10
2019-01-01 02:00:00,0.0,0,0,0,0,0,20.0,0.5861111111111111,1,2,0.0,1,1,0.0,0,20.0,20,0.0,2,2,2,0.0,0.0,20.0,-20.0,10
2019-01-01 03:00:00,0.0,0,0,0,0,0,20.0,0.5722222222222222,1,2,0.0,0,1,0.0,0,20.0,20,0.0,2,2,2,0.0,0.0,20.0,0.0,10
2019-01-01 04:00:00,0.0,0,0,0,0,0,-20.0,0.5861111111111111,1,1,0.0,0,0,0.0,0,-20.0,20,-40.0,0,2,2,0.0,0.0,-20.0,0.0,10
2019-01-01 05:00:00,0.0,0,0,0,1,0,20.0,0.5722222222222222,1,2,0.0,1,0,0.0,0,5.0,5,0.0,0,2,2,0.0,-20.0,20.0,-20.0,-10
2019-01-01 06:00:00,6.09,1,0,0,0,0,13.91,0.5625625000000001,1,2,0.0,0,1,6.09,0,5.0,5,0.0,0,2,2,-20.0,0.0,20.0,0.0,-10
2019-01-01 07:00:00,11.22,1,1,0,1,0,0.0,0.5625625000000001,1,0,8.78,1,0,11.22,1,5.0,5,0.0,0,2,2,-10.0,-20.0,-10.0,-20.0,-10
2019-01-01 08:00:00,18.5,0,2,0,1,0,0.0,0.5625625000000001,1,0,0.0,0,1,18.5,2,0.0,20,-20.0,0,2,2,0.0,-20.0,0.0,0.0,10
2019-01-01 09:00:00,27.29,1,3,0,1,0,7.289999999999999,0.5575000000000001,1,2,14.579999999999998,1,0,27.29,3,49.16,20,29.159999999999997,5,2,2,10.0,-20.0,-10.0,-20.0,10
2019-01-01 10:00:00,36.03,0,4,0,0,0,-20.0,0.5713888888888891,1,1,40.0,1,1,36.03,4,20.0,20,0.0,2,2,2,-20.0,0.0,20.0,-20.0,10
2019-01-01 11:00:00,42.57,1,5,0,0,0,0.0,0.5713888888888891,1,0,0.0,0,1,42.57,5,42.57,20,22.57,5,2,2,30.0,0.0,0.0,0.0,10
2019-01-01 12:00:00,45.0,0,5,0,0,0,20.0,0.5575000000000002,1,2,0.0,0,0,45.0,5,20.0,20,0.0,2,2,2,-30.0,0.0,-30.0,0.0,10
2019-01-01 13:00:00,42.57,1,5,0,0,0,0.0,0.5575000000000002,1,0,0.0,0,0,42.57,5,42.57,20,22.57,5,2,2,30.0,0.0,0.0,0.0,10
2019-01-01 14:00:00,36.03,1,4,0,1,0,16.03,0.5463680555555558,1,2,32.06,1,0,36.03,4,84.12,20,64.12,5,2,2,20.0,-20.0,-20.0,-20.0,10
2019-01-01 15:00:00,27.29,1,3,0,1,0,7.289999999999999,0.5413055555555558,1,2,14.579999999999998,1,1,27.29,3,34.16,5,29.159999999999997,4,2,2,10.0,-20.0,-10.0,-20.0,-10
2019-01-01 16:00:00,18.5,0,2,0,1,0,0.0,0.5413055555555558,1,0,0.0,0,1,18.5,2,-15.0,5,-20.0,0,2,2,0.0,-20.0,0.0,0.0,-10
2019-01-01 17:00:00,11.22,1,1,0,1,0,8.78,0.5352083333333336,1,2,0.0,0,0,11.22,1,20.0,20,0.0,2,2,2,-10.0,-20.0,10.0,0.0,10
2019-01-01 18:00:00,6.09,0,0,0,1,0,20.0,0.5213194444444447,1,2,0.0,0,0,6.09,0,5.0,5,0.0,0,2,2,0.0,-20.0,20.0,0.0,-10
2019-01-01 19:00:00,0.0,0,0,0,0,0,0.0,0.5213194444444447,1,0,0.0,0,0,0.0,0,-15.0,5,-20.0,0,2,2,0.0,0.0,-20.0,0.0,-10
2019-01-01 20:00:00,0.0,1,0,0,1,0,20.0,0.5074305555555557,1,2,0.0,0,0,0.0,0,5.0,5,0.0,0,2,2,-20.0,-20.0,20.0,0.0,-10
2019-01-01 21:00:00,0.0,1,0,0,1,0,-20.0,0.5213194444444447,1,1,0.0,0,0,0.0,0,-35.0,5,-40.0,0,2,2,-20.0,-20.0,-20.0,0.0,-10
2019-01-01 22:00:00,0.0,0,0,0,0,0,-20.0,0.5352083333333335,1,1,0.0,0,0,0.0,0,-35.0,5,-40.0,0,2,2,0.0,0.0,-20.0,0.0,-10
