time,solar,solar_state,solar_discrete,wind,wind_state,wind_discrete,bat,bat_soc,bat_soc_discrete,bat_state,grid,grid_state,grid_discrete,renewable,renewable_discrete,total,demand,dif,total_discrete,demand_discrete,price,reward_solar,reward_wind,reward_bat,reward_grid
2019-01-01 00:00:00,0.0,0,0,9.5,0,0,20.0,0.5861111111111111,1,2,0.0,0,1,9.5,0,20.0,20,0.0,1,1,2,0.0,0.0,10.0,0.0
2019-01-01 01:00:00,0.0,1,0,11.8,0,1,20.0,0.5722222222222222,1,2,0.0,1,0,11.8,1,20.0,20,0.0,1,1,2,-10.0,0.0,10.0,-20.0
2019-01-01 02:00:00,0.0,1,0,10.93,1,1,9.07,0.5659236111111111,1,2,0.0,0,1,10.93,1,20.0,20,0.0,1,1,2,-10.0,0.0,0.0,0.0
2019-01-01 03:00:00,0.0,0,0,10.39,0,0,0.0,0.5659236111111111,1,0,0.0,0,0,10.39,0,0.0,20,-20.0,0,1,2,0.0,0.0,-10.0,0.0
2019-01-01 04:00:00,0.0,1,0,8.62,1,0,11.38,0.5580208333333333,1,2,0.0,0,0,8.62,0,20.0,20,0.0,1,1,2,-10.0,-10.0,10.0,0.0
2019-01-01 05:00:00,0.0,0,0,8.62,0,0,20.0,0.5441319444444445,1,2,0.0,0,0,8.62,0,20.0,20,0.0,1,1,2,0.0,0.0,10.0,0.0
2019-01-01 06:00:00,0.0,0,0,8.23,0,0,0.0,0.5441319444444445,1,0,0.0,0,0,8.23,0,0.0,20,-20.0,0,1,2,0.0,0.0,-10.0,0.0
2019-01-01 07:00:00,16.31,0,1,11.46,0,1,0.0,0.5441319444444445,1,0,0.0,0,0,27.77,2,0.0,20,-20.0,0,1,2,0.0,0.0,-10.0,0.0
2019-01-01 08:00:00,31.5,0,3,22.81,1,2,-2.8099999999999987,0.5460833333333334,1,1,0.0,0,0,54.31,5,20.0,20,0.0,1,1,2,-20.0,10.0,10.0,0.0
2019-01-01 09:00:00,44.55,1,4,23.66,1,2,0.0,0.5460833333333334,1,0,0.0,0,0,68.21,5,68.21,20,48.209999999999994,5,1,2,30.0,10.0,0.0,0.0
2019-01-01 10:00:00,54.56,1,5,18.16,0,1,34.56,0.5220833333333333,1,2,69.12,1,0,72.72,5,158.24,20,138.24,5,1,2,40.0,0.0,-40.0,-20.0
2019-01-01 11:00:00,60.85,1,5,25.76,1,2,-66.61,0.5683402777777778,1,1,0.0,0,1,86.61,5,20.0,20,0.0,1,1,2,40.0,10.0,40.0,0.0
2019-01-01 12:00:00,63.0,1,5,24.66,1,2,-67.66,0.6153263888888889,1,1,0.0,0,0,87.66,5,20.0,20,0.0,1,1,2,40.0,10.0,40.0,0.0
2019-01-01 13:00:00,60.85,1,5,19.7,0,1,0.0,0.6153263888888889,1,0,0.0,0,0,80.55,5,60.85,20,40.85,5,1,2,40.0,0.0,0.0,0.0
2019-01-01 14:00:00,54.56,1,5,19.45,1,1,54.010000000000005,0.5778194444444444,1,2,0.0,0,0,74.01,5,128.02,20,108.02000000000001,5,1,2,40.0,0.0,-40.0,0.0
2019-01-01 15:00:00,44.55,1,4,19.47,1,1,-44.019999999999996,0.6083888888888889,1,1,0.0,1,0,64.02,5,20.0,20,0.0,1,1,2,30.0,0.0,40.0,-20.0
2019-01-01 16:00:00,31.5,0,3,20.43,0,1,20.0,0.5944999999999999,1,2,0.0,1,1,51.93,4,20.0,20,0.0,1,1,2,-20.0,0.0,10.0,-20.0
2019-01-01 17:00:00,16.31,1,1,22.2,1,2,-18.509999999999998,0.6073541666666666,1,1,0.0,0,1,38.51,3,20.0,20,0.0,1,1,2,0.0,10.0,20.0,0.0
2019-01-01 18:00:00,0.0,0,0,21.46,1,2,-1.4600000000000009,0.6083680555555555,1,1,0.0,1,0,21.46,2,20.0,20,0.0,1,1,2,0.0,10.0,10.0,-20.0
2019-01-01 19:00:00,0.0,0,0,20.33,1,1,0.3299999999999983,0.6081388888888888,1,2,0.6599999999999966,1,1,20.33,1,21.319999999999993,20,1.3199999999999932,2,1,2,0.0,0.0,0.0,-20.0
2019-01-01 20:00:00,0.0,0,0,22.89,0,2,20.0,0.5942499999999998,1,2,0.0,0,1,22.89,2,20.0,20,0.0,1,1,2,0.0,-10.0,10.0,0.0
2019-01-01 21:00:00,0.0,0,0,19.12,1,1,0.879999999999999,0.5936388888888887,1,2,0.0,0,0,19.12,1,20.0,20,0.0,1,1,2,0.0,0.0,0.0,0.0
2019-01-01 22:00:00,0.0,0,0,20.34,1,1,0.0,0.5936388888888887,1,0,0.33999999999999986,1,0,20.34,1,20.68,20,0.6799999999999997,1,1,2,0.0,0.0,0.0,-20.0
